Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
CDKN1A,Cyclin Dependent Kinase Inhibitor 1A,Protein Coding,P38936,53,GC06P112162,51.71379089,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A
TGFBR2,Transforming Growth Factor Beta Receptor 2,Protein Coding,P37173,56,GC03P030623,51.70214462,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2
MIR126,MicroRNA 126,RNA Gene,,23,GC09P136670,51.54844666,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126
MIR128-2,MicroRNA 128-2,RNA Gene,,21,GC03P035754,51.4419632,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR128-2
MIR193B,MicroRNA 193b,RNA Gene,,22,GC16P052732,51.3110199,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193B
MIR185,MicroRNA 185,RNA Gene,,23,GC22P056021,51.29055023,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR185
B2M,Beta-2-Microglobulin,Protein Coding,P61769,53,GC15P044711,51.24999237,https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M
LINC00673,Long Intergenic Non-Protein Coding RNA 673,RNA Gene,,16,GC17M072290,51.19896317,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00673
MIR34B,MicroRNA 34b,RNA Gene,,22,GC11P112192,51.18901443,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34B
MIR215,MicroRNA 215,RNA Gene,,20,GC01M220117,51.1049881,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR215
ARAF,"A-Raf Proto-Oncogene, Serine/Threonine Kinase",Protein Coding,P10398,50,GC0XP052431,50.98310089,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARAF
RAC1,Rac Family Small GTPase 1,Protein Coding,P63000,53,GC07P007923,50.95587921,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1
RHOA,Ras Homolog Family Member A,Protein Coding,P61586,54,GC03M049359,50.8237381,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA
MIR146A,MicroRNA 146a,RNA Gene,,23,GC05P160485,50.7219429,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A
CASC15,Cancer Susceptibility 15,RNA Gene,,19,GC06P021678,50.22901154,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC15
SDHA,Succinate Dehydrogenase Complex Flavoprotein Subunit A,Protein Coding,P31040,52,GC05P000220,50.12684631,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA
MIRLET7C,MicroRNA Let-7c,RNA Gene,,23,GC21P016559,50.0484581,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7C
MIR107,MicroRNA 107,RNA Gene,,21,GC10M089604,50.03848267,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR107
SMARCB1,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1",Protein Coding,Q12824,51,GC22P023786,49.33017731,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCB1
SDHB,Succinate Dehydrogenase Complex Iron Sulfur Subunit B,Protein Coding,P21912,52,GC01M018796,49.2737236,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB
CD274,CD274 Molecule,Protein Coding,Q9NZQ7,49,GC09P005450,49.18455505,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274
MIR338,MicroRNA 338,RNA Gene,,19,GC17M081242,49.00081253,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR338
CREBBP,CREB Binding Protein,Protein Coding,Q92793,58,GC16M013493,48.99602509,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP
SNHG5,Small Nucleolar RNA Host Gene 5,RNA Gene,,22,GC06M085650,48.98465729,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG5
MIR199A1,MicroRNA 199a-1,RNA Gene,,20,GC19M010817,48.96525574,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A1
MIR20A,MicroRNA 20a,RNA Gene,,21,GC13P091634,48.90085983,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A
NEAT1,Nuclear Paraspeckle Assembly Transcript 1,RNA Gene,,26,GC11P079848,48.90081787,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEAT1
MKI67,Marker Of Proliferation Ki-67,Protein Coding,P46013,48,GC10M128096,48.51113892,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67
RECQL,RecQ Like Helicase,Protein Coding,P46063,45,GC12M021468,48.47895432,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL
MIR146B,MicroRNA 146b,RNA Gene,,22,GC10P102436,48.44935608,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B
MIR216A,MicroRNA 216a,RNA Gene,,21,GC02M055988,48.28964996,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR216A
JUN,"Jun Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,P05412,53,GC01M058780,48.23733521,https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN
NFE2L2,NFE2 Like BZIP Transcription Factor 2,Protein Coding,Q16236,55,GC02M177227,48.20272064,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2
MIRLET7E,MicroRNA Let-7e,RNA Gene,,21,GC19P090040,48.19238663,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7E
HULC,Hepatocellular Carcinoma Up-Regulated Long Non-Coding RNA,RNA Gene,,22,GC06P008457,47.89369202,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HULC
FANCM,FA Complementation Group M,Protein Coding,Q8IYD8,47,GC14P045135,47.78229141,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCM
MIR195,MicroRNA 195,RNA Gene,,20,GC17M014367,47.43392563,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR195
DHFR,Dihydrofolate Reductase,Protein Coding,P00374,52,GC05M080626,47.29142761,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHFR
VEGFC,Vascular Endothelial Growth Factor C,Protein Coding,P49767,51,GC04M176683,47.06171417,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC
HOTTIP,HOXA Distal Transcript Antisense RNA,RNA Gene,,23,GC07P027198,47.0565033,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOTTIP
FAS,Fas Cell Surface Death Receptor,Protein Coding,P25445,54,GC10P100956,47.02833939,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS
NF2,"NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor",Protein Coding,P35240,53,GC22P029603,46.98442841,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2
MIR29C,MicroRNA 29c,RNA Gene,,19,GC01M207823,46.93984985,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29C
TUG1,Taurine Up-Regulated 1,Protein Coding,A0A6I8PU40,24,GC22P030969,46.83730316,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1
MIR223,MicroRNA 223,RNA Gene,,22,GC0XP066018,46.52863312,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR223
NTHL1,Nth Like DNA Glycosylase 1,Protein Coding,P78549,47,GC16M013319,46.222435,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTHL1
ZFAS1,ZNFX1 Antisense RNA 1,RNA Gene,,21,GC20P049276,46.1841507,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFAS1
CASC8,Cancer Susceptibility 8,RNA Gene,,17,GC08M134299,46.14421463,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC8
MIR10B,MicroRNA 10b,RNA Gene,,23,GC02P176150,46.13153076,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10B
ERCC4,"ERCC Excision Repair 4, Endonuclease Catalytic Subunit",Protein Coding,Q92889,50,GC16P013920,46.08351135,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC4
ERCC5,"ERCC Excision Repair 5, Endonuclease",Protein Coding,P28715,48,GC13P102845,46.0522995,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC5
MIR203A,MicroRNA 203a,RNA Gene,,22,GC14P112953,45.98759842,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR203A
MIR324,MicroRNA 324,RNA Gene,,21,GC17M007223,45.82566071,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR324
MIR331,MicroRNA 331,RNA Gene,,21,GC12P095308,45.77999115,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR331
MIR181A2,MicroRNA 181a-2,RNA Gene,,21,GC09P124692,45.6985321,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A2
CDC73,Cell Division Cycle 73,Protein Coding,Q6P1J9,50,GC01P193121,45.58173752,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC73
MIR18A,MicroRNA 18a,RNA Gene,,20,GC13P091636,45.48770523,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR18A
HIF1A,Hypoxia Inducible Factor 1 Subunit Alpha,Protein Coding,Q16665,52,GC14P061695,45.46849823,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF1A
ATR,ATR Serine/Threonine Kinase,Protein Coding,Q13535,57,GC03M142449,45.44739151,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATR
RECQL4,RecQ Like Helicase 4,Protein Coding,O94761,45,GC08M146219,45.4383812,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RECQL4
PTPN11,Protein Tyrosine Phosphatase Non-Receptor Type 11,Protein Coding,Q06124,58,GC12P112418,45.42940903,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11
STAT1,Signal Transducer And Activator Of Transcription 1,Protein Coding,P42224,57,GC02M190908,45.42076874,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1
MMP2,Matrix Metallopeptidase 2,Protein Coding,P08253,57,GC16P058548,45.23536682,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2
DANCR,Differentiation Antagonizing Non-Protein Coding RNA,RNA Gene,P0C864,24,GC04P052712,45.16410828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DANCR
LOC110806263,TERT 5' Regulatory Region,Functional Element,,4,GC05P001294,45.09347153,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806263
MIR193A,MicroRNA 193a,RNA Gene,,21,GC17P031559,45.05485535,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A
DRAIC,"Downregulated RNA In Cancer, Inhibitor Of Cell Invasion And Migration",RNA Gene,,16,GC15P137167,44.88606262,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAIC
MIR137,MicroRNA 137,RNA Gene,,20,GC01M098046,44.85366821,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR137
TNF,Tumor Necrosis Factor,Protein Coding,P01375,55,GC06P111998,44.7070694,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF
MIR148A,MicroRNA 148a,RNA Gene,,21,GC07M025950,44.701828,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A
CDK2,Cyclin Dependent Kinase 2,Protein Coding,P24941,55,GC12P055966,44.65465927,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2
ERCC6,"ERCC Excision Repair 6, Chromatin Remodeling Factor",Protein Coding,Q03468,50,GC10M049454,44.57876587,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC6
KCNQ1OT1,KCNQ1 Opposite Strand/Antisense Transcript 1,RNA Gene,,28,GC11M009033,44.24902725,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1OT1
XPC,"XPC Complex Subunit, DNA Damage Recognition And Repair Factor",Protein Coding,Q01831,50,GC03M024420,43.86610413,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPC
HOXA-AS2,HOXA Cluster Antisense RNA 2,RNA Gene,,20,GC07P027107,43.86493683,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA-AS2
MUC16,"Mucin 16, Cell Surface Associated",Protein Coding,Q8WXI7,42,GC19M008848,43.82144547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC16
MUC4,"Mucin 4, Cell Surface Associated",Protein Coding,Q99102,45,GC03M195746,43.27622223,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC4
MIR29A,MicroRNA 29a,RNA Gene,,22,GC07M130876,43.2641449,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A
RINT1,RAD50 Interactor 1,Protein Coding,Q6NUQ1,43,GC07P105532,43.18054581,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RINT1
MIR30B,MicroRNA 30b,RNA Gene,,22,GC08M134800,43.15395355,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30B
FASLG,Fas Ligand,Protein Coding,P48023,52,GC01P172659,43.12054062,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG
PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,57,GC03P012287,43.00987625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG
MIR106B,MicroRNA 106b,RNA Gene,,22,GC07M104215,43.00947571,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B
MIR128-1,MicroRNA 128-1,RNA Gene,,20,GC02P135665,42.91408539,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR128-1
PMS1,"PMS1 Homolog 1, Mismatch Repair System Component",Protein Coding,P54277,45,GC02P189784,42.77339554,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS1
SRC,"SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase",Protein Coding,P12931,55,GC20P037344,42.7250824,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC
MIR374A,MicroRNA 374a,RNA Gene,,18,GC0XM074300,42.58743668,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR374A
BUB1B,BUB1 Mitotic Checkpoint Serine/Threonine Kinase B,Protein Coding,O60566,54,GC15P040161,42.55131912,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B
CYTOR,Cytoskeleton Regulator RNA,RNA Gene,,23,GC02P088690,42.48306274,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTOR
U2AF1,U2 Small Nuclear RNA Auxiliary Factor 1,Protein Coding,Q01081,47,GC21M043092,42.41917801,https://www.genecards.org/cgi-bin/carddisp.pl?gene=U2AF1
MIR302C,MicroRNA 302c,RNA Gene,,21,GC04M112870,42.35730743,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR302C
MIR99A,MicroRNA 99a,RNA Gene,,22,GC21P016539,42.21390152,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99A
TH2LCRR,T Helper Type 2 Locus Control Region Associated RNA,RNA Gene,,16,GC05M132631,42.19927597,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH2LCRR
MIR22,MicroRNA 22,RNA Gene,,22,GC17M001713,42.049263,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22
FGFR1,Fibroblast Growth Factor Receptor 1,Protein Coding,P11362,59,GC08M038400,41.9247818,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1
MIR150,MicroRNA 150,RNA Gene,,22,GC19M049500,41.92316818,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150
PCAT29,Prostate Cancer Associated Transcript 29,RNA Gene,,17,GC15P140105,41.77387238,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT29
NKILA,NF-KappaB Interacting LncRNA,RNA Gene,,14,GC20P057711,41.72782898,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKILA
IL1B,Interleukin 1 Beta,Protein Coding,P01584,51,GC02M112829,41.66851425,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B
SNHG16,Small Nucleolar RNA Host Gene 16,RNA Gene,,20,GC17P076544,41.65668869,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG16
IL6,Interleukin 6,Protein Coding,P05231,55,GC07P022725,41.52173615,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6
RNASEL,Ribonuclease L,Protein Coding,Q05823,48,GC01M182573,41.49222565,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL
AURKA,Aurora Kinase A,Protein Coding,O14965,55,GC20M056370,41.37994766,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA
ITGB1,Integrin Subunit Beta 1,Protein Coding,P05556,54,GC10M034762,41.31988907,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB1
MIR135B,MicroRNA 135b,RNA Gene,,22,GC01M205448,41.31404877,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135B
CEACAM5,CEA Cell Adhesion Molecule 5,Protein Coding,P06731,47,GC19P089622,41.27963257,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM5
MAGEA3,MAGE Family Member A3,Protein Coding,P43357,41,GC0XP152698,41.26758194,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA3
MIR142,MicroRNA 142,RNA Gene,,22,GC17M058331,41.2460289,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142
ABRAXAS1,"Abraxas 1, BRCA1 A Complex Subunit",Protein Coding,Q6UWZ7,42,GC04M083464,41.09659195,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABRAXAS1
MIR320A,MicroRNA 320a,RNA Gene,,22,GC08M022292,40.65974045,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320A
MIR373,MicroRNA 373,RNA Gene,,20,GC19P090150,40.61383438,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR373
CTAG1B,Cancer/Testis Antigen 1B,Protein Coding,P78358,34,GC0XM154617,40.56998444,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAG1B
ERCC3,"ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit",Protein Coding,P19447,51,GC02M127257,40.56168365,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3
MAGEA1,MAGE Family Member A1,Protein Coding,P43355,40,GC0XP153179,40.55947876,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA1
SUFU,SUFU Negative Regulator Of Hedgehog Signaling,Protein Coding,Q9UMX1,47,GC10P103589,40.47303009,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUFU
MBD4,"Methyl-CpG Binding Domain 4, DNA Glycosylase",Protein Coding,O95243,47,GC03M129430,40.45989227,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD4
CTLA4,Cytotoxic T-Lymphocyte Associated Protein 4,Protein Coding,P16410,52,GC02P203854,40.44457245,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4
MIR30E,MicroRNA 30e,RNA Gene,,23,GC01P040754,40.42008972,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30E
YAP1,Yes1 Associated Transcriptional Regulator,Protein Coding,P46937,52,GC11P102110,40.41674042,https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1
TMEM127,Transmembrane Protein 127,Protein Coding,O75204,44,GC02M096248,40.29117966,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127
MIR335,MicroRNA 335,RNA Gene,,21,GC07P130496,40.27125549,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR335
SDHD,Succinate Dehydrogenase Complex Subunit D,Protein Coding,O14521,48,GC11P112238,40.23963547,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHD
BCYRN1,Brain Cytoplasmic RNA 1,RNA Gene,,20,GC02P047253,40.18291473,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCYRN1
TERC,Telomerase RNA Component,RNA Gene,,30,GC03M169765,40.09161377,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERC
MIR9-1,MicroRNA 9-1,RNA Gene,,21,GC01M156420,40.02079391,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-1
MIR184,MicroRNA 184,RNA Gene,,23,GC15P079209,40.01097107,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR184
TGFB1,Transforming Growth Factor Beta 1,Protein Coding,P01137,57,GC19M041301,39.99858856,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1
RUNX1,RUNX Family Transcription Factor 1,Protein Coding,Q01196,53,GC21M034787,39.84809875,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1
XPA,"XPA, DNA Damage Recognition And Repair Factor",Protein Coding,P23025,49,GC09M097654,39.80078125,https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPA
IGF2,Insulin Like Growth Factor 2,Protein Coding,P01344,53,GC11M009008,39.77571106,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2
SF3B2,Splicing Factor 3b Subunit 2,Protein Coding,Q13435,46,GC11P066050,39.73717499,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B2
MIR25,MicroRNA 25,RNA Gene,,21,GC07M100093,39.67948532,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR25
WT1,WT1 Transcription Factor,Protein Coding,P19544,52,GC11M032365,39.61249542,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1
MIR532,MicroRNA 532,RNA Gene,,17,GC0XP052674,39.42527008,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR532
FANCD2,FA Complementation Group D2,Protein Coding,Q9BXW9,51,GC03P010026,39.39999771,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCD2
MIAT,Myocardial Infarction Associated Transcript,RNA Gene,,25,GC22P026646,39.3692131,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIAT
KDR,Kinase Insert Domain Receptor,Protein Coding,P35968,57,GC04M055078,39.08932114,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR
PIK3CG,"Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma",Protein Coding,P48736,53,GC07P106865,39.02201462,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG
PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,53,GC01M186671,38.919384,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2
MIR95,MicroRNA 95,RNA Gene,,19,GC04M008007,38.88905334,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR95
PRKAR1A,Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha,Protein Coding,P10644,55,GC17P087070,38.80857086,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1A
MIR23A,MicroRNA 23a,RNA Gene,,22,GC19M015893,38.77058792,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23A
RMST,Rhabdomyosarcoma 2 Associated Transcript,RNA Gene,,23,GC12P097431,38.6894455,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMST
CXCR4,C-X-C Motif Chemokine Receptor 4,Protein Coding,P61073,56,GC02M136114,38.58840179,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4
SMAD7,SMAD Family Member 7,Protein Coding,O15105,48,GC18M048919,38.43587875,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7
MLANA,Melan-A,Protein Coding,Q16655,45,GC09P008415,38.40326309,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLANA
IRF1,Interferon Regulatory Factor 1,Protein Coding,P10914,50,GC05M132440,38.39754868,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF1
AKT2,AKT Serine/Threonine Kinase 2,Protein Coding,P31751,58,GC19M040230,38.23002625,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2
CASP3,Caspase 3,Protein Coding,P42574,53,GC04M184627,38.13825989,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3
SDHC,Succinate Dehydrogenase Complex Subunit C,Protein Coding,Q99643,47,GC01P161314,38.0691185,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHC
MIR451A,MicroRNA 451a,RNA Gene,,19,GC17M028861,37.9002533,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR451A
MIR190A,MicroRNA 190a,RNA Gene,,21,GC15P140060,37.85986328,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR190A
MIR93,MicroRNA 93,RNA Gene,,22,GC07M104208,37.85087967,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93
MIR133B,MicroRNA 133b,RNA Gene,,22,GC06P052148,37.7657814,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133B
TH2-LCR,Th2 Cytokine Locus Control Region,Functional Element,,3,GC05P132629,37.74741745,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH2-LCR
MIR31HG,MIR31 Host Gene,RNA Gene,,20,GC09M022003,37.74354172,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31HG
SNHG1,Small Nucleolar RNA Host Gene 1,RNA Gene,,21,GC11M113407,37.62432098,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG1
WRN,WRN RecQ Like Helicase,Protein Coding,Q14191,51,GC08P031033,37.45507431,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRN
GSTM1,Glutathione S-Transferase Mu 1,Protein Coding,P09488,46,GC01P109687,37.45253754,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1
